Pair_ID,num_nodes,num_edges,density,is_connected,avg_clustering,transitivity,assortativity,max_degree,min_degree,avg_degree,avg_betweenness,avg_closeness,diameter,radius,avg_is_ligand,num_unique_residues,residue_ALA_count,residue_ARG_count,residue_ASN_count,residue_ASP_count,residue_CYS_count,residue_GLN_count,residue_GLU_count,residue_GLY_count,residue_HIS_count,residue_ILE_count,residue_LEU_count,residue_LYS_count,residue_MET_count,residue_PHE_count,residue_PRO_count,residue_SER_count,residue_THR_count,residue_TRP_count,residue_TYR_count,residue_VAL_count,node_type_1_count,node_type_2_count,node_type_4_count,node_type_5_count,node_type_6_count,node_type_7_count,node_type_8_count,node_type_10_count,node_type_16_count,node_type_17_count,node_type_32_count,node_type_33_count,node_type_34_count,node_type_36_count,node_type_38_count,node_type_39_count,avg_edge_distance,min_edge_distance,max_edge_distance,edge_type_128_count,edge_type_256_count,edge_type_384_count,edge_type_512_count,edge_type_1024_count,edge_type_1152_count,edge_type_1536_count,edge_type_1664_count,edge_type_2048_count,edge_type_2560_count,Label_gt_0,Label_gt_1pct,Label_gt_2pct,Label_gt_3pct,Label_gt_4pct,Label_gt_5pct,Label_gt_6pct,Label_gt_7pct,Label_gt_8pct,Label_gt_9pct,Label_gt_10pct,Label
2014,10,10,0.2222222222222222,1,0.0,0.0,-0.4859437751004021,5,1,2.0,0.15555555555555556,0.46413324280601176,4,2,0.5,5,0,3,1,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,4,0,0,0,0,0,4.181531468010447,2.872694639868866,5.799981823208027,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,6,5,0.3333333333333333,1,0.0,0.0,-0.7391304347826096,4,1,1.6666666666666667,0.21666666666666667,0.5625,3,2,0.3333333333333333,4,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,4.207137294862366,2.8998564264814686,5.345312459811365,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,8,9,0.32142857142857145,1,0.0,0.0,-0.7999999999999997,6,1,2.25,0.13095238095238096,0.578125,3,2,0.75,4,0,3,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4.934990333259536,3.2131780325818546,5.98700240124448,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,4,3,0.5,1,0.0,0.0,-0.4999999999999988,2,1,1.5,0.3333333333333333,0.625,3,2,0.5,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3.6724429771701357,3.538850844711817,3.786792726540789,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
2029,6,6,0.4,1,0.0,0.0,-0.7333333333333336,4,1,2.0,0.18333333333333335,0.5972222222222222,3,2,0.6666666666666666,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,5.11215108631986,4.176509559546639,5.89147900420355,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0
2034,4,3,0.5,1,0.0,0.0,-0.4999999999999988,2,1,1.5,0.3333333333333333,0.625,3,2,0.5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3.5685825236576583,3.488696889941025,3.666211984261617,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
2035,7,11,0.5238095238095238,1,0.0,0.0,-0.6739130434782586,4,2,3.142857142857143,0.10476190476190476,0.6636363636363635,3,2,0.42857142857142855,3,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,4.357507448348907,3.1687973088879193,5.392796238602111,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,9,9,0.25,1,0.0,0.0,-0.5942857142857143,6,1,2.0,0.1507936507936508,0.5083778966131908,4,2,0.3333333333333333,5,0,3,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,0,0,2,0,0,4.4332861290646575,2.3841701386634138,5.584682412090057,0,0,0,1,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2040,4,3,0.5,1,0.0,0.0,-1.0,3,1,1.5,0.25,0.7000000000000001,2,1,0.75,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,5.079543288906799,4.774033944521975,5.412399337119949,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0
2041,4,3,0.5,1,0.0,0.0,-1.0,3,1,1.5,0.25,0.7,2,1,0.25,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4.6714518593286805,4.263748595440843,5.022202049180415,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0
2048,8,7,0.25,1,0.0,0.0,-0.8529411764705895,3,1,1.75,0.2738095238095238,0.39346590909090906,5,3,0.5,3,0,3,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4.767381348961041,3.932102758530407,5.782062115446807,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,9,9,0.25,1,0.0,0.0,-0.6755319148936167,5,1,2.0,0.16666666666666663,0.4807076218975532,4,2,0.6666666666666666,5,0,3,0,2,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,5,0,0,0,0,0,4.638421396235045,2.6086863183228433,5.7619142355187885,0,0,0,1,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,4,3,0.5,1,0.0,0.0,-1.0,3,1,1.5,0.25,0.7,2,1,0.25,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5.303476716145539,4.34873081848823,5.972118541425764,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2054,6,8,0.5333333333333333,1,0.0,0.0,-1.0,4,2,2.6666666666666665,0.1166666666666667,0.6944444444444445,2,2,0.6666666666666666,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,4.489122025822694,3.7054183105713125,5.641837999171364,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0
2055,7,6,0.2857142857142857,1,0.0,0.0,-0.6666666666666661,3,1,1.7142857142857142,0.2952380952380952,0.42161955691367453,5,3,0.42857142857142855,4,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3.705458635164877,3.6010906751646203,3.790190927330627,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,6,5,0.3333333333333333,1,0.0,0.0,-0.250000000000004,2,1,1.6666666666666667,0.3333333333333333,0.4478114478114478,5,3,0.5,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3.689848322255494,3.6194252990972475,3.7780901073898487,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2058,6,8,0.5333333333333333,1,0.0,0.0,-1.0,4,2,2.6666666666666665,0.1166666666666667,0.6944444444444445,2,2,0.3333333333333333,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,4.108749686438022,2.5954041366929737,5.434066683502351,0,0,0,0,0,0,0,0,7,1,1,1,1,0,0,0,0,0,0,0,0,0
2059,10,9,0.2,1,0.0,0.0,-0.5217391304347824,5,1,1.8,0.18611111111111106,0.42186875624375625,5,3,0.4,6,0,3,1,2,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,3,0,0,2,0,0,4.415522534401178,2.6607377603491846,5.81562528788246,0,0,0,2,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2070,11,12,0.21818181818181817,1,0.0,0.0,-0.5515151515151526,6,1,2.1818181818181817,0.1393939393939394,0.46129369642215495,4,2,0.6363636363636364,6,0,4,1,2,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,2,1,3,0,0,2,0,0,4.344666248376682,2.676270848298949,5.9622827911195655,0,0,0,3,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2071,5,4,0.4,1,0.0,0.0,-0.6666666666666666,3,1,1.6,0.26666666666666666,0.5822222222222222,3,2,0.4,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,4.962183402146918,4.633024622223569,5.303230881038244,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,4,3,0.5,1,0.0,0.0,-0.4999999999999988,2,1,1.5,0.3333333333333333,0.625,3,2,0.5,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,3.2026399008391233,2.6490108254846425,4.277678945699786,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2089,5,4,0.4,1,0.0,0.0,-0.6666666666666666,3,1,1.6,0.26666666666666666,0.5822222222222222,3,2,0.6,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3.553281784355995,3.451604482595054,3.65129478051956,0,4,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2095,4,3,0.5,1,0.0,0.0,-0.4999999999999988,2,1,1.5,0.3333333333333333,0.625,3,2,0.5,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,3.141617199265131,2.638533450680496,4.018080957141153,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2099,5,4,0.4,1,0.0,0.0,-1.0,4,1,1.6,0.2,0.6571428571428571,2,1,0.8,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5.090856696486708,4.958872312772359,5.1936323227153744,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2104,5,4,0.4,1,0.0,0.0,-0.6666666666666666,3,1,1.6,0.26666666666666666,0.5822222222222223,3,2,0.6,3,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3.3784593875815787,2.7575918669864166,3.677249936543628,0,4,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2106,6,5,0.3333333333333333,1,0.0,0.0,-0.6666666666666677,3,1,1.6666666666666667,0.23333333333333336,0.5411255411255411,3,2,0.5,3,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,3.5244968884578283,2.4206612564760484,4.697271047935266,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2109,8,13,0.4642857142857143,1,0.0,0.0,-0.44444444444444586,4,1,3.25,0.10714285714285712,0.6234375,3,2,0.5,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4.705424955668064,2.9605873526642634,5.824918202487159,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,5,4,0.4,1,0.0,0.0,-0.6666666666666666,3,1,1.6,0.26666666666666666,0.5822222222222223,3,2,0.4,3,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,3.380720733913942,2.796507027996327,4.290939805220551,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2118,6,5,0.3333333333333333,1,0.0,0.0,-0.6666666666666677,3,1,1.6666666666666667,0.23333333333333336,0.5411255411255411,3,2,0.5,3,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,3.281501278131074,2.770561238045664,4.2700240779242655,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2125,6,8,0.5333333333333333,1,0.0,0.0,-1.0,4,2,2.6666666666666665,0.1166666666666667,0.6944444444444445,2,2,0.3333333333333333,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,3.8433494672773856,2.854682193417956,5.058288806967781,0,0,0,0,0,0,0,0,7,1,1,1,1,0,0,0,0,0,0,0,0,0
2129,6,8,0.5333333333333333,1,0.0,0.0,-1.0,4,2,2.6666666666666665,0.1166666666666667,0.6944444444444445,2,2,0.6666666666666666,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,3.7844947005572696,2.8112393365928288,4.967945537413836,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
2131,6,8,0.5333333333333333,1,0.0,0.0,-1.0,4,2,2.6666666666666665,0.1166666666666667,0.6944444444444445,2,2,0.3333333333333333,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,3.7929502605041194,2.8734565000690773,5.00799814181433,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
2133,6,8,0.5333333333333333,1,0.0,0.0,-1.0,4,2,2.6666666666666665,0.1166666666666667,0.6944444444444445,2,2,0.6666666666666666,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,3.7941234054848656,2.7809787639112655,4.955832935548703,0,0,0,0,0,0,0,0,7,1,1,1,1,0,0,0,0,0,0,0,0,0
2135,5,5,0.5,1,0.0,0.0,-0.6666666666666623,3,1,2.0,0.19999999999999998,0.6409523809523809,3,2,0.6,2,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,4.0631153253336105,2.7914953148950112,5.584543120321911,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2141,4,4,0.6666666666666666,1,0.0,0.0,,2,2,2.0,0.16666666666666666,0.75,2,2,0.5,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4.392336843211535,3.015288085316141,5.626162517807065,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0
2182,4,3,0.5,1,0.0,0.0,-1.0,3,1,1.5,0.25,0.7000000000000001,2,1,0.25,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3.333129250278668,3.0240194818063486,3.5352247916850903,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
2183,6,8,0.5333333333333333,1,0.0,0.0,-1.0,4,2,2.6666666666666665,0.1166666666666667,0.6944444444444445,2,2,0.3333333333333333,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,3.6544562034712573,2.7477007566227147,4.825932307929237,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
2186,12,17,0.25757575757575757,1,0.0,0.0,-0.7401574803149612,5,2,2.8333333333333335,0.13030303030303034,0.4450142450142451,5,3,0.5,2,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,3,0,0,3.7705190299686433,2.493308131348101,5.943978385810399,0,0,0,0,1,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0
2190,9,13,0.3611111111111111,1,0.0,0.0,-0.9773462783171536,7,1,2.888888888888889,0.09523809523809522,0.6160814494147826,3,2,0.2222222222222222,2,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,2,0,0,4.208122688778061,2.7514203420453502,5.673537740557756,0,0,0,0,5,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
2192,11,13,0.23636363636363636,1,0.0,0.0,-0.707843137254903,5,1,2.3636363636363638,0.12323232323232323,0.4904761904761905,4,2,0.45454545454545453,2,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,5.247657620816347,3.9713785499696543,5.949187852008139,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
2197,9,8,0.2222222222222222,1,0.0,0.0,-0.7530864197530864,6,1,1.7777777777777777,0.15079365079365079,0.5075917546505782,3,2,0.3333333333333333,4,0,0,0,0,0,0,4,0,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,0,0,2,0,0,4.325424039270551,2.5814649829311938,5.7022761509505555,0,0,0,1,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2198,7,8,0.38095238095238093,1,0.0,0.0,-0.6,4,1,2.2857142857142856,0.1619047619047619,0.5723443223443223,3,2,0.5714285714285714,2,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,4.341733646208793,2.858939768753159,5.067996380594776,0,0,0,0,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2205,4,3,0.5,1,0.0,0.0,-1.0,3,1,1.5,0.25,0.7000000000000001,2,1,0.75,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3.5393601616826786,3.3762850376774716,3.6463524775627296,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
2210,4,3,0.5,1,0.0,0.0,-0.4999999999999988,2,1,1.5,0.3333333333333333,0.625,3,2,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3.6870531891137843,3.552863027697888,3.7615908939873535,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
2211,4,3,0.5,1,0.0,0.0,-0.4999999999999988,2,1,1.5,0.3333333333333333,0.625,3,2,0.5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4.348789846549912,3.282227107091629,5.431971059632111,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2214,4,3,0.5,1,0.0,0.0,-0.4999999999999988,2,1,1.5,0.3333333333333333,0.625,3,2,0.5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3.533662381174558,3.186636846601963,3.753633446666489,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
2217,8,8,0.2857142857142857,1,0.0,0.0,-0.42857142857142855,3,1,2.0,0.25595238095238093,0.4128743903828034,6,3,0.625,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3.6063666577918427,3.248619365141522,3.7702261582839163,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,8,15,0.5357142857142857,1,0.0,0.0,-0.25000000000001804,4,3,3.75,0.08333333333333331,0.6708333333333333,3,2,0.5,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4.887187375870496,4.088039632650207,5.5143788777922484,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2219,8,14,0.5,1,0.0,0.0,-0.34246575342465246,4,2,3.5,0.09523809523809523,0.6458333333333333,3,2,0.5,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4.9109146305719,3.263753578188723,5.9355128970962685,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2221,4,3,0.5,1,0.0,0.0,-0.4999999999999988,2,1,1.5,0.3333333333333333,0.625,3,2,0.5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4.638869342145326,3.730468585623703,5.784993052480815,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2224,5,4,0.4,1,0.0,0.0,-0.6666666666666666,3,1,1.6,0.26666666666666666,0.5822222222222222,3,2,0.6,2,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3.5533442794225802,3.4014746747123765,3.682719560780863,0,4,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2225,4,3,0.5,1,0.0,0.0,-0.4999999999999988,2,1,1.5,0.3333333333333333,0.625,3,2,0.5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5.723023817059769,5.283894093211106,5.991343564449952,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2234,5,4,0.4,1,0.0,0.0,-0.3333333333333333,2,1,1.6,0.3333333333333333,0.5219047619047619,4,2,0.4,4,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3.5920679636520036,3.5171789668900018,3.7172926516718556,0,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2236,6,5,0.3333333333333333,1,0.0,0.0,-0.6666666666666673,3,1,1.6666666666666667,0.2833333333333334,0.4900793650793651,4,2,0.3333333333333333,2,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3.507011474643181,3.176104263287089,3.7719244484986483,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,8,11,0.39285714285714285,1,0.0,0.0,-0.7701149425287362,5,1,2.75,0.125,0.5946912564559623,3,2,0.375,3,0,5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,0,0,4.3585117130140665,2.8766611507269557,5.909904300185077,0,0,0,0,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0
2238,8,11,0.39285714285714285,1,0.0,0.0,-0.9642857142857144,6,1,2.75,0.10714285714285712,0.6239583333333334,3,2,0.25,3,0,4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,1,0,0,4.200708360251554,2.7209165582732044,5.903172501752094,0,0,0,0,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
2240,6,7,0.4666666666666667,1,0.0,0.0,-0.8666666666666683,4,1,2.3333333333333335,0.15,0.638888888888889,3,2,0.6666666666666666,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,4.332043854820437,2.705269107548172,5.5059952929986995,0,0,0,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0
2246,8,7,0.25,1,0.0,0.0,-0.7499999999999993,4,1,1.75,0.17857142857142855,0.503125,3,2,0.5,3,0,2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4.774239884386469,3.1527270622621026,5.849464698028389,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2247,13,20,0.2564102564102564,1,0.0,0.0,-0.6433566433566436,7,1,3.076923076923077,0.10489510489510491,0.48313376094483396,4,2,0.6923076923076923,4,0,8,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,8,0,0,2,0,0,4.857903170473344,2.6020413396573203,5.993605401650493,0,0,0,2,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,4,3,0.5,1,0.0,0.0,-0.4999999999999988,2,1,1.5,0.3333333333333333,0.625,3,2,0.5,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2.957714324762049,2.4813857354618043,3.394779689558824,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2264,10,13,0.28888888888888886,1,0.0,0.0,-0.7302158273381292,6,1,2.6,0.11944444444444444,0.5303896103896104,3,2,0.6,3,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,4,0,0,0,0,0,4.367555795689453,2.9332330199741,5.90586900814483,0,0,0,1,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,5,4,0.4,1,0.0,0.0,-0.6666666666666666,3,1,1.6,0.26666666666666666,0.5822222222222223,3,2,0.6,4,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,4.386654282855844,2.76182641767137,5.6032204573408375,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2266,5,4,0.4,1,0.0,0.0,-0.6666666666666666,3,1,1.6,0.26666666666666666,0.5822222222222221,3,2,0.4,4,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,4.319540427793626,2.7936615374773655,5.449622571749205,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
